================================================================================
Viral Abundance Report (MEGAHIT) - llnl_66ce4dde
================================================================================

Total mapped reads: 4,535,158
Viral contigs detected: 12875

Contig ID                      Length (bp)     Reads      RPM          RPKM         Identity (%)
k141_115750                    2491            85         18.74        7.52         34.70       
k141_49540                     1173            40         8.82         7.52         32.40       
k141_10387                     1437            49         10.80        7.52         43.10       
k141_74409                     1671            57         12.57        7.52         34.90       
k141_57861                     1232            42         9.26         7.52         32.30       
k141_3380                      2082            71         15.66        7.52         26.70       
k141_156402                    2435            83         18.30        7.52         29.60       
k141_15205                     1348            46         10.14        7.52         21.50       
k141_16186                     1817            62         13.67        7.52         35.70       
k141_83285                     2580            88         19.40        7.52         27.60       
k141_104400                    1877            64         14.11        7.52         32.50       
k141_162205                    1436            49         10.80        7.52         29.50       
k141_167799                    1379            47         10.36        7.52         42.30       
k141_128415                    1231            42         9.26         7.52         36.00       
k141_119765                    1466            50         11.02        7.52         55.20       
k141_135993                    1348            46         10.14        7.52         50.00       
k141_89500                     1817            62         13.67        7.52         25.10       
k141_6713                      1437            49         10.80        7.52         40.50       
k141_17333                     1907            65         14.33        7.52         47.80       
k141_131821                    1056            36         7.94         7.52         58.70       
k141_123706                    1087            37         8.16         7.51         37.10       
k141_95557                     2027            69         15.21        7.51         31.30       
k141_76233                     1116            38         8.38         7.51         45.10       
k141_2778                      2524            86         18.96        7.51         35.90       
k141_1133                      2350            80         17.64        7.51         37.40       
k141_90773                     1732            59         13.01        7.51         29.70       
k141_163620                    1380            47         10.36        7.51         36.80       
k141_88595                     1615            55         12.13        7.51         42.10       
k141_56884                     2261            77         16.98        7.51         19.90       
k141_124811                    1115            38         8.38         7.51         23.70       
k141_148281                    2584            88         19.40        7.51         27.40       
k141_132856                    3141            107        23.59        7.51         27.70       
k141_115371                    1057            36         7.94         7.51         26.10       
k141_58005                     1702            58         12.79        7.51         43.10       
k141_77686                     1615            55         12.13        7.51         45.10       
k141_76438                     1409            48         10.58        7.51         46.70       
k141_103111                    2586            88         19.40        7.50         33.10       
k141_24919                     1499            51         11.25        7.50         30.10       
k141_100633                    1293            44         9.70         7.50         24.80       
k141_92534                     1352            46         10.14        7.50         51.70       
k141_148350                    1206            41         9.04         7.50         34.40       
k141_88619                     2703            92         20.29        7.50         28.30       
k141_52210                     2381            81         17.86        7.50         52.10       
k141_149798                    1176            40         8.82         7.50         28.40       
k141_122560                    2146            73         16.10        7.50         24.80       
k141_93173                     2586            88         19.40        7.50         28.00       
k141_163949                    2412            82         18.08        7.50         32.10       
k141_116275                    1294            44         9.70         7.50         25.70       
k141_69473                     1234            42         9.26         7.50         30.90       
k141_95112                     1882            64         14.11        7.50         27.00       
k141_107055                    1205            41         9.04         7.50         25.50       
k141_11935                     1353            46         10.14        7.50         32.30       
k141_151270                    1764            60         13.23        7.50         26.00       
k141_179427                    1794            61         13.45        7.50         47.40       
k141_59057                     1587            54         11.91        7.50         28.90       
k141_83858                     2823            96         21.17        7.50         34.60       
k141_36296                     1029            35         7.72         7.50         40.80       
k141_83228                     1265            43         9.48         7.50         27.80       
k141_150272                    1058            36         7.94         7.50         31.30       
k141_130565                    1264            43         9.48         7.50         35.60       
k141_158208                    1470            50         11.02        7.50         29.10       
k141_7267                      1146            39         8.60         7.50         32.10       
k141_104889                    1559            53         11.69        7.50         28.50       
k141_5045                      1325            45         9.92         7.49         22.80       
k141_87308                     1060            36         7.94         7.49         41.00       
k141_69672                     2061            70         15.43        7.49         28.80       
k141_121273                    2797            95         20.95        7.49         27.40       
k141_16421                     3240            110        24.25        7.49         29.10       
k141_94613                     2121            72         15.88        7.49         46.40       
k141_22013                     1414            48         10.58        7.49         28.80       
k141_94020                     2854            97         21.39        7.49         28.60       
k141_25725                     2062            70         15.43        7.49         46.10       
k141_131468                    1118            38         8.38         7.49         43.00       
k141_103471                    1502            51         11.25        7.49         32.50       
k141_38231                     3269            111        24.48        7.49         24.30       
k141_34274                     1854            63         13.89        7.49         40.50       
k141_41430                     1118            38         8.38         7.49         25.90       
k141_6546                      3124            106        23.37        7.48         21.20       
k141_105407                    2330            79         17.42        7.48         49.20       
k141_126120                    2212            75         16.54        7.48         39.90       
k141_22729                     1090            37         8.16         7.48         34.10       
k141_177970                    1061            36         7.94         7.48         24.40       
k141_51396                     1297            44         9.70         7.48         31.80       
k141_43518                     1887            64         14.11        7.48         34.90       
k141_19035                     2476            84         18.52        7.48         26.70       
k141_104978                    1297            44         9.70         7.48         32.70       
k141_61187                     1858            63         13.89        7.48         34.40       
k141_144014                    1651            56         12.35        7.48         32.30       
k141_173679                    2359            80         17.64        7.48         45.50       
k141_100032                    1150            39         8.60         7.48         35.40       
k141_151509                    1268            43         9.48         7.48         27.00       
k141_81396                     1150            39         8.60         7.48         28.30       
k141_96585                     1032            35         7.72         7.48         38.00       
k141_104939                    1061            36         7.94         7.48         52.20       
k141_149350                    1179            40         8.82         7.48         35.40       
k141_24512                     3949            134        29.55        7.48         28.20       
k141_171018                    1682            57         12.57        7.47         30.40       
k141_32224                     2568            87         19.18        7.47         26.70       
k141_89621                     2242            76         16.76        7.47         45.50       
k141_92801                     1357            46         10.14        7.47         35.40       
k141_121050                    1122            38         8.38         7.47         26.30       
k141_7258                      3572            121        26.68        7.47         35.90       
k141_65031                     1063            36         7.94         7.47         31.80       
k141_101865                    1417            48         10.58        7.47         60.00       
k141_25539                     1979            67         14.77        7.47         28.80       
k141_108825                    1063            36         7.94         7.47         51.60       
k141_118158                    1889            64         14.11        7.47         34.30       
k141_110191                    1506            51         11.25        7.47         28.90       
k141_99935                     1092            37         8.16         7.47         33.10       
k141_170                       1121            38         8.38         7.47         29.90       
k141_121453                    1476            50         11.02        7.47         44.90       
k141_45532                     1003            34         7.50         7.47         48.60       
k141_9897                      1033            35         7.72         7.47         42.90       
k141_142007                    1269            43         9.48         7.47         29.10       
k141_3521                      1476            50         11.02        7.47         43.20       
k141_157207                    1771            60         13.23        7.47         22.70       
k141_45348                     1859            63         13.89        7.47         26.80       
k141_88442                     1180            40         8.82         7.47         23.80       
k141_46739                     1063            36         7.94         7.47         51.40       
k141_3093                      1593            54         11.91        7.47         31.80       
k141_142525                    2538            86         18.96        7.47         36.90       
k141_75704                     1121            38         8.38         7.47         33.30       
k141_101594                    2272            77         16.98        7.47         35.80       
k141_25650                     1121            38         8.38         7.47         26.00       
k141_10901                     2392            81         17.86        7.47         28.60       
k141_84212                     1182            40         8.82         7.46         24.50       
k141_60256                     1034            35         7.72         7.46         37.70       
k141_135273                    1301            44         9.70         7.46         23.10       
k141_109147                    2630            89         19.62        7.46         47.30       
k141_110312                    1242            42         9.26         7.46         42.80       
k141_137322                    1714            58         12.79        7.46         46.90       
k141_168934                    2452            83         18.30        7.46         30.30       
k141_131174                    2483            84         18.52        7.46         40.80       
k141_93188                     1005            34         7.50         7.46         28.70       
k141_46303                     1301            44         9.70         7.46         24.70       
k141_150188                    2217            75         16.54        7.46         26.00       
k141_59944                     1212            41         9.04         7.46         26.80       
k141_85006                     1152            39         8.60         7.46         44.50       
k141_139919                    1448            49         10.80        7.46         33.60       
k141_86814                     1360            46         10.14        7.46         31.50       
k141_1217                      1953            66         14.55        7.45         25.20       
k141_92412                     1065            36         7.94         7.45         69.00       
k141_7319                      1065            36         7.94         7.45         38.90       
k141_46377                     1925            65         14.33        7.45         30.60       
k141_174362                    1303            44         9.70         7.45         45.50       
k141_113119                    1777            60         13.23        7.45         27.80       
k141_13644                     1124            38         8.38         7.45         30.50       
k141_88011                     1716            58         12.79        7.45         31.30       
k141_36027                     1569            53         11.69        7.45         30.90       
k141_106121                    2339            79         17.42        7.45         30.80       
k141_38811                     2248            76         16.76        7.45         29.50       
k141_106823                    2932            99         21.83        7.45         38.10       
k141_93741                     1627            55         12.13        7.45         36.60       
k141_38087                     1657            56         12.35        7.45         29.60       
k141_130137                    3521            119        26.24        7.45         51.90       
k141_122216                    1125            38         8.38         7.45         26.10       
k141_71237                     1539            52         11.47        7.45         32.00       
k141_79855                     1302            44         9.70         7.45         31.70       
k141_94916                     1065            36         7.94         7.45         28.50       
k141_133724                    1393            47         10.36        7.44         24.00       
k141_176926                    1453            49         10.80        7.44         35.70       
k141_156343                    3942            133        29.33        7.44         28.20       
k141_38925                     2935            99         21.83        7.44         35.40       
k141_15844                     1600            54         11.91        7.44         28.60       
k141_86336                     1423            48         10.58        7.44         30.40       
k141_158288                    1364            46         10.14        7.44         30.40       
k141_121188                    1898            64         14.11        7.44         37.10       
k141_137866                    3766            127        28.00        7.44         29.90       
k141_41729                     1631            55         12.13        7.44         38.50       
k141_70139                     2578            87         19.18        7.44         22.70       
k141_1241                      2431            82         18.08        7.44         23.40       
k141_83277                     4655            157        34.62        7.44         33.60       
k141_17063                     2194            74         16.32        7.44         42.70       
k141_111161                    1037            35         7.72         7.44         66.80       
k141_100302                    1631            55         12.13        7.44         33.70       
k141_74702                     1245            42         9.26         7.44         37.20       
k141_20040                     1601            54         11.91        7.44         25.00       
k141_7988                      1007            34         7.50         7.44         46.20       
k141_134606                    1778            60         13.23        7.44         37.30       
k141_45126                     1158            39         8.60         7.43         28.00       
k141_157012                    1839            62         13.67        7.43         27.90       
k141_151951                    1513            51         11.25        7.43         27.00       
k141_50349                     1216            41         9.04         7.43         38.50       
k141_86351                     1573            53         11.69        7.43         41.90       
k141_132101                    1633            55         12.13        7.43         23.70       
k141_164794                    1365            46         10.14        7.43         32.00       
k141_123332                    1572            53         11.69        7.43         31.50       
k141_80853                     1544            52         11.47        7.43         27.20       
k141_67114                     1247            42         9.26         7.43         32.00       
k141_141497                    2049            69         15.21        7.43         28.40       
k141_178554                    1544            52         11.47        7.43         32.90       
k141_59356                     1158            39         8.60         7.43         31.70       
k141_46293                     1546            52         11.47        7.42         36.20       
k141_48799                     2081            70         15.43        7.42         31.00       
k141_50371                     1100            37         8.16         7.42         41.60       
k141_100177                    1308            44         9.70         7.42         32.70       
k141_137518                    1129            38         8.38         7.42         44.80       
k141_114671                    1010            34         7.50         7.42         35.70       
k141_69875                     1277            43         9.48         7.42         40.00       
k141_35956                     1367            46         10.14        7.42         24.50       
k141_61269                     2349            79         17.42        7.42         33.20       
k141_37327                     1130            38         8.38         7.42         29.40       
k141_2610                      1753            59         13.01        7.42         29.80       
k141_113523                    1188            40         8.82         7.42         26.10       
k141_1139                      1191            40         8.82         7.41         35.10       
k141_133280                    1220            41         9.04         7.41         37.60       
k141_119278                    2292            77         16.98        7.41         40.80       
k141_19469                     1815            61         13.45        7.41         34.10       
k141_138130                    1577            53         11.69        7.41         29.20       
k141_78731                     3004            101        22.27        7.41         46.50       
k141_42143                     1101            37         8.16         7.41         49.10       
k141_66656                     2202            74         16.32        7.41         32.80       
k141_131013                    3007            101        22.27        7.41         42.50       
k141_128314                    1428            48         10.58        7.41         32.10       
k141_67909                     2291            77         16.98        7.41         30.00       
k141_61630                     1518            51         11.25        7.41         31.60       
k141_157697                    2885            97         21.39        7.41         33.30       
k141_102243                    1636            55         12.13        7.41         32.20       
k141_13092                     1399            47         10.36        7.41         34.00       
k141_179346                    1488            50         11.02        7.41         31.00       
k141_2639                      1161            39         8.60         7.41         40.30       
k141_88418                     1399            47         10.36        7.41         33.80       
k141_145899                    1250            42         9.26         7.41         29.50       
k141_111620                    2292            77         16.98        7.41         32.10       
k141_13345                     1280            43         9.48         7.41         31.00       
k141_116638                    1191            40         8.82         7.41         30.80       
k141_93930                     2321            78         17.20        7.41         23.20       
k141_114357                    6016            202        44.54        7.40         36.70       
k141_85222                     3277            110        24.25        7.40         29.10       
k141_93837                     1222            41         9.04         7.40         44.30       
k141_69804                     2562            86         18.96        7.40         34.50       
k141_136751                    1133            38         8.38         7.40         34.80       
k141_51245                     2384            80         17.64        7.40         53.10       
k141_51109                     1132            38         8.38         7.40         27.50       
k141_80029                     1043            35         7.72         7.40         31.90       
k141_152029                    1370            46         10.14        7.40         41.20       
k141_68070                     2115            71         15.66        7.40         41.10       
k141_77590                     1698            57         12.57        7.40         27.90       
k141_144471                    2144            72         15.88        7.40         29.00       
k141_101949                    1966            66         14.55        7.40         30.00       
k141_134220                    1938            65         14.33        7.40         38.40       
k141_26617                     2504            84         18.52        7.40         32.70       
k141_62092                     1400            47         10.36        7.40         52.60       
k141_36185                     1133            38         8.38         7.40         47.00       
k141_135770                    1939            65         14.33        7.39         28.70       
k141_169550                    1551            52         11.47        7.39         25.50       
k141_71035                     1313            44         9.70         7.39         28.50       
k141_83963                     2716            91         20.07        7.39         28.60       
k141_90684                     1462            49         10.80        7.39         26.20       
k141_91118                     1015            34         7.50         7.39         44.60       
k141_102634                    1552            52         11.47        7.39         24.30       
k141_157887                    3043            102        22.49        7.39         29.90       
k141_133538                    1045            35         7.72         7.39         31.40       
k141_27704                     1074            36         7.94         7.39         45.70       
k141_18609                     1522            51         11.25        7.39         26.60       
k141_20257                     1194            40         8.82         7.39         33.80       
k141_136967                    1998            67         14.77        7.39         38.50       
k141_102039                    1193            40         8.82         7.39         34.70       
k141_66860                     1671            56         12.35        7.39         44.30       
k141_46991                     1435            48         10.58        7.38         31.50       
k141_147955                    2302            77         16.98        7.38         30.10       
k141_92771                     1464            49         10.80        7.38         30.80       
k141_39925                     1404            47         10.36        7.38         29.30       
k141_24235                     3229            108        23.81        7.38         26.90       
k141_26618                     1644            55         12.13        7.38         32.70       
k141_10728                     1075            36         7.94         7.38         27.20       
k141_121210                    1584            53         11.69        7.38         39.80       
k141_166791                    1644            55         12.13        7.38         28.10       
k141_98871                     1942            65         14.33        7.38         27.90       
k141_17133                     1225            41         9.04         7.38         45.60       
k141_129865                    1165            39         8.60         7.38         35.80       
k141_34724                     1076            36         7.94         7.38         30.50       
k141_76122                     1375            46         10.14        7.38         19.70       
k141_62171                     2301            77         16.98        7.38         36.00       
k141_146930                    1344            45         9.92         7.38         23.10       
k141_12996                     2212            74         16.32        7.38         27.60       
k141_163036                    1076            36         7.94         7.38         39.60       
k141_154059                    1941            65         14.33        7.38         36.60       
k141_136968                    5347            179        39.47        7.38         26.20       
k141_140785                    1792            60         13.23        7.38         35.60       
k141_170015                    1076            36         7.94         7.38         25.40       
k141_170146                    1346            45         9.92         7.37         33.10       
k141_147112                    1137            38         8.38         7.37         27.50       
k141_126042                    1824            61         13.45        7.37         31.10       
k141_163074                    1047            35         7.72         7.37         30.50       
k141_170085                    2872            96         21.17        7.37         30.70       
k141_24397                     1645            55         12.13        7.37         51.30       
k141_39595                     1316            44         9.70         7.37         52.10       
k141_103866                    1526            51         11.25        7.37         31.70       
k141_36080                     1646            55         12.13        7.37         30.20       
k141_70743                     1555            52         11.47        7.37         27.80       
k141_81554                     1437            48         10.58        7.37         29.80       
k141_8647                      2093            70         15.43        7.37         47.50       
k141_94135                     1018            34         7.50         7.36         37.90       
k141_17194                     1498            50         11.02        7.36         35.50       
k141_111959                    1498            50         11.02        7.36         28.90       
k141_101155                    1019            34         7.50         7.36         41.80       
k141_127717                    1348            45         9.92         7.36         42.40       
k141_126201                    1048            35         7.72         7.36         52.60       
k141_71805                     1378            46         10.14        7.36         44.10       
k141_150752                    2187            73         16.10        7.36         28.00       
k141_162962                    5032            168        37.04        7.36         30.60       
k141_18719                     1228            41         9.04         7.36         34.10       
k141_153791                    1139            38         8.38         7.36         34.70       
k141_110120                    2515            84         18.52        7.36         34.40       
k141_26336                     1198            40         8.82         7.36         38.50       
k141_85937                     1018            34         7.50         7.36         42.90       
k141_41203                     1108            37         8.16         7.36         49.30       
k141_10422                     3775            126        27.78        7.36         33.20       
k141_124282                    1558            52         11.47        7.36         43.50       
k141_156469                    1139            38         8.38         7.36         35.20       
k141_126548                    1621            54         11.91        7.35         25.90       
k141_64392                     1771            59         13.01        7.35         31.60       
k141_16329                     1020            34         7.50         7.35         44.10       
k141_18988                     2009            67         14.77        7.35         22.70       
k141_109232                    2039            68         14.99        7.35         36.20       
k141_140011                    3299            110        24.25        7.35         34.20       
k141_4132                      1440            48         10.58        7.35         28.60       
k141_136339                    1831            61         13.45        7.35         60.90       
k141_9955                      2159            72         15.88        7.35         31.20       
k141_150306                    1470            49         10.80        7.35         33.10       
k141_82145                     1320            44         9.70         7.35         41.70       
k141_155072                    1739            58         12.79        7.35         33.00       
k141_24074                     1351            45         9.92         7.34         33.30       
k141_42220                     1322            44         9.70         7.34         27.60       
k141_148033                    1381            46         10.14        7.34         30.50       
k141_177864                    1503            50         11.02        7.34         29.80       
k141_145886                    1322            44         9.70         7.34         28.30       
k141_168628                    1562            52         11.47        7.34         52.00       
k141_163049                    1593            53         11.69        7.34         40.50       
k141_141834                    3096            103        22.71        7.34         30.60       
k141_159284                    1171            39         8.60         7.34         46.20       
k141_134526                    1082            36         7.94         7.34         28.30       
k141_14078                     1802            60         13.23        7.34         50.00       
k141_35481                     2012            67         14.77        7.34         44.60       
k141_139394                    1081            36         7.94         7.34         39.10       
k141_22917                     2312            77         16.98        7.34         39.70       
k141_12114                     1593            53         11.69        7.34         32.10       
k141_146904                    1052            35         7.72         7.34         28.70       
k141_25216                     1712            57         12.57        7.34         34.30       
k141_43208                     1983            66         14.55        7.34         30.70       
k141_13137                     1203            40         8.82         7.33         31.60       
k141_162961                    3279            109        24.03        7.33         26.00       
k141_126627                    1383            46         10.14        7.33         29.00       
k141_58666                     1866            62         13.67        7.33         34.10       
k141_161360                    1744            58         12.79        7.33         28.60       
k141_81894                     1143            38         8.38         7.33         40.20       
k141_71534                     1083            36         7.94         7.33         26.10       
k141_163780                    1083            36         7.94         7.33         34.10       
k141_68320                     1835            61         13.45        7.33         36.30       
k141_105796                    1835            61         13.45        7.33         34.80       
k141_63181                     2226            74         16.32        7.33         26.40       
k141_49512                     1834            61         13.45        7.33         29.70       
k141_112459                    1414            47         10.36        7.33         33.60       
k141_149869                    1353            45         9.92         7.33         37.50       
k141_123808                    1173            39         8.60         7.33         43.90       
k141_164838                    1233            41         9.04         7.33         28.50       
k141_119012                    1717            57         12.57        7.32         32.80       
k141_53454                     1024            34         7.50         7.32         38.10       
k141_129984                    3162            105        23.15        7.32         37.60       
k141_96424                     1265            42         9.26         7.32         30.20       
k141_42668                     1235            41         9.04         7.32         28.40       
k141_78238                     3798            126        27.78        7.32         35.60       
k141_58754                     1808            60         13.23        7.32         42.50       
k141_140363                    1778            59         13.01        7.32         46.30       
k141_52230                     1235            41         9.04         7.32         31.30       
k141_147155                    1115            37         8.16         7.32         27.50       
k141_66605                     1597            53         11.69        7.32         27.60       
k141_172266                    1235            41         9.04         7.32         49.40       
k141_27543                     1144            38         8.38         7.32         37.40       
k141_15532                     1627            54         11.91        7.32         29.00       
k141_66708                     2531            84         18.52        7.32         55.60       
k141_105751                    1416            47         10.36        7.32         38.20       
k141_94972                     1295            43         9.48         7.32         40.30       
k141_122612                    1086            36         7.94         7.31         36.10       
k141_9403                      1991            66         14.55        7.31         26.30       
k141_57229                     2353            78         17.20        7.31         44.70       
k141_63832                     1780            59         13.01        7.31         25.80       
k141_51999                     1297            43         9.48         7.31         35.00       
k141_24356                     1207            40         8.82         7.31         27.60       
k141_39355                     2444            81         17.86        7.31         29.40       
k141_110058                    1025            34         7.50         7.31         22.10       
k141_143112                    1176            39         8.60         7.31         22.60       
k141_157577                    1478            49         10.80        7.31         32.60       
k141_173406                    1086            36         7.94         7.31         41.70       
k141_43928                     1749            58         12.79        7.31         27.10       
k141_107758                    1569            52         11.47        7.31         37.30       
k141_33098                     1358            45         9.92         7.31         26.20       
k141_62331                     1026            34         7.50         7.31         26.90       
k141_75967                     1056            35         7.72         7.31         31.20       
k141_23354                     2111            70         15.43        7.31         33.10       
k141_123740                    1116            37         8.16         7.31         36.40       
k141_77183                     1357            45         9.92         7.31         29.70       
k141_143984                    1388            46         10.14        7.31         26.70       
k141_165247                    1690            56         12.35        7.31         36.20       
k141_88095                     1447            48         10.58        7.31         67.10       
k141_3693                      1027            34         7.50         7.30         30.70       
k141_156017                    3324            110        24.25        7.30         39.20       
k141_4557                      2204            73         16.10        7.30         31.50       
k141_10567                     1783            59         13.01        7.30         23.80       
k141_43763                     2598            86         18.96        7.30         35.80       
k141_172672                    1208            40         8.82         7.30         28.70       
k141_177279                    1662            55         12.13        7.30         31.00       
k141_56895                     1178            39         8.60         7.30         31.10       
k141_122504                    1600            53         11.69        7.30         41.90       
k141_89945                     1752            58         12.79        7.30         34.70       
k141_145717                    3322            110        24.25        7.30         30.40       
k141_48905                     1632            54         11.91        7.30         26.50       
k141_68008                     1087            36         7.94         7.30         30.20       
k141_136636                    1029            34         7.50         7.29         34.10       
k141_59954                     2783            92         20.29        7.29         30.60       
k141_67489                     1602            53         11.69        7.29         28.00       
k141_127185                    2238            74         16.32        7.29         32.00       
k141_132731                    1482            49         10.80        7.29         42.20       
k141_167460                    2300            76         16.76        7.29         28.60       
k141_34272                     1421            47         10.36        7.29         47.50       
k141_61176                     1210            40         8.82         7.29         31.20       
k141_115040                    1602            53         11.69        7.29         33.60       
k141_19486                     2663            88         19.40        7.29         29.70       
k141_26365                     1755            58         12.79        7.29         31.60       
k141_174170                    3056            101        22.27        7.29         37.30       
k141_86962                     1059            35         7.72         7.29         27.90       
k141_22033                     1300            43         9.48         7.29         27.80       
k141_69424                     2844            94         20.73        7.29         35.00       
k141_22989                     2272            75         16.54        7.28         39.40       
k141_142832                    1000            33         7.28         7.28         33.80       
k141_157530                    1877            62         13.67        7.28         32.40       
k141_32743                     1091            36         7.94         7.28         35.30       
k141_179855                    1000            33         7.28         7.28         45.80       
k141_89217                     1394            46         10.14        7.28         35.60       
k141_173102                    1060            35         7.72         7.28         32.70       
k141_86049                     1970            65         14.33        7.28         27.80       
k141_57212                     1574            52         11.47        7.28         29.70       
k141_113463                    1090            36         7.94         7.28         46.70       
k141_92127                     1332            44         9.70         7.28         33.20       
k141_102611                    1272            42         9.26         7.28         25.20       
k141_144569                    1060            35         7.72         7.28         54.10       
k141_148060                    1090            36         7.94         7.28         34.40       
k141_143327                    1333            44         9.70         7.28         36.60       
k141_94454                     2485            82         18.08        7.28         31.00       
k141_127577                    1666            55         12.13        7.28         31.60       
k141_89398                     1090            36         7.94         7.28         39.60       
k141_166601                    2726            90         19.84        7.28         36.60       
k141_25788                     1182            39         8.60         7.28         33.30       
k141_108425                    1303            43         9.48         7.28         38.20       
k141_101144                    1182            39         8.60         7.28         54.00       
k141_115345                    2272            75         16.54        7.28         36.70       
k141_56609                     1727            57         12.57        7.28         35.60       
k141_22632                     2242            74         16.32        7.28         26.10       
k141_112194                    1062            35         7.72         7.27         28.80       
k141_162819                    2123            70         15.43        7.27         28.40       
k141_106135                    1213            40         8.82         7.27         28.20       
k141_106282                    2425            80         17.64        7.27         37.50       
k141_36907                     2122            70         15.43        7.27         32.50       
k141_85347                     1001            33         7.28         7.27         26.90       
k141_105938                    1001            33         7.28         7.27         32.00       
k141_176733                    2487            82         18.08        7.27         33.70       
k141_79655                     1790            59         13.01        7.27         29.40       
k141_64978                     1061            35         7.72         7.27         43.10       
k141_147695                    1062            35         7.72         7.27         35.30       
k141_137493                    1758            58         12.79        7.27         26.30       
k141_68029                     1577            52         11.47        7.27         28.20       
k141_62987                     1334            44         9.70         7.27         40.70       
k141_175943                    4947            163        35.94        7.27         27.10       
